,EPIC ID,RA (J2000) [deg],Dec (J2000) [deg],magnitude,Investigation IDs
19575,211882447, 137.094129, 18.470575, 19.518, GO16088_LC
13484,211665729, 130.156563, 15.451272, 19.518, GO16016_LC
22005,211951950, 131.052873, 19.502276, 19.52, GO16088_LC
19340,211875401, 131.543377, 18.370649, 19.52, GO16095_LC
23575,212027123, 137.611669, 20.705965, 19.522, GO16088_LC
9359,211511476, 135.856223, 13.30125, 19.523, GO16095_LC
23447,212023795, 135.625831, 20.649603, 19.525, GO16039_LC
13436,211664224, 129.462678, 15.430514, 19.526, GO16095_LC
21717,211944196, 138.754124, 19.386869, 19.527, GO16095_LC
23863,212035485, 132.76582, 20.845563, 19.527, GO16088_LC
18538,211851854, 133.017419, 18.043608, 19.528, GO16016_LC|GO16046_LC
27866,212180662, 134.67296, 23.755043, 19.528, GO16088_LC
24963,212070392, 133.512269, 21.463039, 19.529, GO16102_LC
25809,212094379, 137.470979, 21.91283, 19.532, GO16016_LC|GO16046_LC
16755,211799309, 137.633073, 17.307256, 19.532, GO16095_LC
16113,211749716, 133.796254, 16.604176, 19.532, GO16095_LC
11576,211609211, 130.593587, 14.664504, 19.533, GO16095_LC
33110,251355350, 138.844204, 21.519507, 19.533, GO16016_LC|GO16046_LC
24451,212052057, 128.138061, 21.136693, 19.533, GO16095_LC
26200,212106751, 132.740497, 22.153839, 19.533, GO16095_LC
20752,211918907, 134.982296, 19.008457, 19.534, GO16088_LC
23501,212025071, 136.814762, 20.670661, 19.534, GO16039_LC
32514,251342239, 139.225583, 20.434955, 19.534, GO16088_LC
6674,211425194, 133.10775, 12.018082, 19.535, GO16064_LC
27245,212162905, 129.683639, 23.319861, 19.535, GO16088_LC
14282,211694661, 136.653196, 15.843925, 19.538, GO16095_LC
7072,211433866, 132.705866, 12.153242, 19.538, GO16064_LC
26240,212108038, 133.375612, 22.179414, 19.539, GO16088_LC
20702,211917659, 134.991586, 18.990226, 19.539, GO16088_LC
12215,211628838, 132.642981, 14.94008, 19.541, GO16088_LC
10410,211541405, 135.787613, 13.721945, 19.543, GO16095_LC
16162,211750863, 134.024644, 16.620319, 19.546, GO16095_LC
9604,211518087, 134.647857, 13.394179, 19.547, GO16095_LC
18689,211856611, 134.882341, 18.108647, 19.547, GO16088_LC
13587,211669135, 130.742125, 15.496406, 19.547, GO16088_LC
19657,211886164, 129.806009, 18.524268, 19.547, GO16016_LC
13496,211666154, 132.974116, 15.456923, 19.548, GO16016_LC
27209,212161784, 134.464548, 23.293705, 19.549, GO16088_LC
10712,211550782, 133.747612, 13.852082, 19.551, GO16095_LC
6292,211414594, 133.084163, 11.86109, 19.553, GO16064_LC
34177,251390909, 138.094285, 24.210396, 19.553, GO16095_LC
24345,212049044, 133.922729, 21.081094, 19.554, GO16016_LC
29534,212224662, 132.819284, 25.134579, 19.554, GO16016_LC
34780,251403840, 137.990974, 25.010456, 19.555, GO16079_LC
11603,211610045, 131.221307, 14.67554, 19.555, GO16095_LC
22271,211959709, 135.555135, 19.620323, 19.555, GO16039_LC
9297,211509363, 135.304616, 13.271348, 19.556, GO16088_LC
13862,211678736, 129.909904, 15.628804, 19.557, GO16095_LC
23546,212026275, 137.749875, 20.691252, 19.558, GO16095_LC
33405,251360885, 139.96258, 21.988481, 19.558, GO16088_LC
32733,251347229, 138.860721, 20.844221, 19.559, GO16016_LC
18594,211853453, 133.19008, 18.066237, 19.559, GO16095_LC
24232,212045635, 137.487917, 21.021711, 19.559, GO16016_LC
29820,228682367, 129.6818695, 14.91681, 19.56, GO16016_LC
16250,211753597, 134.712353, 16.658346, 19.56, GO16088_LC
17925,211834797, 129.715542, 17.809412, 19.561, GO16088_LC
7168,211435836, 133.097012, 12.183172, 19.561, GO16064_LC
33777,251378040, 138.313483, 23.307961, 19.562, GO16088_LC
18240,211843543, 134.525039, 17.930007, 19.562, GO16088_LC
13092,211655238, 138.594626, 15.304923, 19.564, GO16095_LC
15548,211732496, 131.606756, 16.361232, 19.564, GO16095_LC
26680,212121311, 134.134931, 22.441499, 19.565, GO16088_LC
18549,211852231, 133.186189, 18.048822, 19.565, GO16095_LC
24486,212053102, 134.788626, 21.154024, 19.566, GO16088_LC
33913,251382268, 136.278311, 23.61567, 19.567, GO16095_LC
25870,212096176, 137.426088, 21.947127, 19.567, GO16095_LC
31839,251323047, 140.760629, 18.77347, 19.568, GO16088_LC
23932,212037506, 127.477844, 20.879639, 19.568, GO16088_LC
19591,211882994, 135.503258, 18.479176, 19.569, GO16088_LC
33709,251375878, 137.699835, 23.141132, 19.571, GO16088_LC
27066,212157724, 133.828143, 23.202827, 19.571, GO16095_LC
17176,211813814, 138.672232, 17.512592, 19.572, GO16088_LC
5980,211407244, 133.257572, 11.751869, 19.573, GO16064_LC
15555,211732646, 135.529979, 16.363539, 19.573, GO16095_LC
23484,212024690, 128.916134, 20.664587, 19.574, GO16088_LC
33613,251365676, 137.595458, 22.357524, 19.576, GO16088_LC
25635,212089425, 127.115374, 21.81575, 19.579, GO16039_LC
10401,211541255, 133.621136, 13.719723, 19.58, GO16088_LC
28794,212206808, 131.533927, 24.499601, 19.58, GO16095_LC
33612,251365640, 137.547119, 22.35469, 19.581, GO16095_LC
21125,211928584, 133.973026, 19.153288, 19.582, GO16016_LC
27191,212161143, 133.147619, 23.278974, 19.583, GO16016_LC
26924,212150143, 136.466975, 23.034946, 19.584, GO16088_LC
11207,211596463, 136.071496, 14.492657, 19.585, GO16095_LC
34520,251398949, 135.960857, 24.722837, 19.586, GO16088_LC
9401,211512835, 132.584746, 13.319532, 19.588, GO16088_LC
26942,212152022, 134.450456, 23.076483, 19.59, GO16088_LC
32474,251341411, 140.248801, 20.368606, 19.59, GO16088_LC
22607,211995242, 136.965728, 20.176218, 19.591, GO16095_LC
6728,211426730, 132.852013, 12.042055, 19.592, GO16064_LC
7742,211452365, 129.851449, 12.435876, 19.594, GO16088_LC
13896,211679857, 137.773777, 15.645225, 19.594, GO16095_LC
12355,211633441, 131.345605, 15.005654, 19.594, GO16016_LC
21565,211939950, 136.662848, 19.323926, 19.594, GO16079_LC|GO16095_LC|GO16102_LC
33854,251380711, 136.511736, 23.499659, 19.595, GO16088_LC
16791,211801541, 139.087422, 17.338577, 19.595, GO16088_LC
10293,211537942, 129.837776, 13.672933, 19.596, GO16088_LC
17725,211829409, 137.660826, 17.734653, 19.596, GO16095_LC
6877,211429630, 133.061364, 12.087129, 19.596, GO16064_LC
33354,251359995, 139.702785, 21.915986, 19.597, GO16088_LC
13966,211683992, 136.371207, 15.699591, 19.597, GO16088_LC
20704,211917745, 133.972875, 18.991604, 19.597, GO16088_LC
16356,211756966, 133.813443, 16.706017, 19.598, GO16095_LC
30594,251288960, 140.380263, 15.410984, 19.599, GO16088_LC
24929,212069335, 134.488385, 21.443251, 19.599, GO16095_LC
17620,211826415, 131.641271, 17.691537, 19.6, GO16095_LC
6360,211416728, 135.778266, 11.892741, 19.6, GO16088_LC
29854,228682448, 132.7457123, 12.1755199, 19.6, GO16064_LC
26624,212119343, 127.633688, 22.404153, 19.601, GO16088_LC
22060,211953399, 134.600551, 19.523508, 19.604, GO16088_LC
17167,211813515, 133.107081, 17.508356, 19.604, GO16039_LC
23720,212031506, 134.932044, 20.779962, 19.605, GO16095_LC
9493,211515349, 134.261425, 13.355387, 19.607, GO16016_LC
12777,211645763, 133.223145, 15.175601, 19.607, GO16095_LC
25244,212078761, 134.690446, 21.617484, 19.609, GO16095_LC
30897,251295077, 140.596014, 16.092071, 19.609, GO16088_LC
24979,212070705, 137.654862, 21.468372, 19.611, GO16088_LC
10482,211543572, 136.456054, 13.752176, 19.611, GO16016_LC
18788,211859251, 133.723511, 18.145804, 19.611, GO16088_LC
21869,211948213, 133.829462, 19.446135, 19.613, GO16095_LC
5829,211402617, 132.525182, 11.681487, 19.614, GO16088_LC
20459,211911432, 138.843092, 18.897185, 19.614, GO16088_LC
5836,211402857, 133.294044, 11.685068, 19.615, GO16064_LC
34799,251404133, 137.678242, 25.026836, 19.618, GO16016_LC
17560,211824845, 134.513029, 17.66903, 19.619, GO16088_LC
13888,211679507, 130.959176, 15.640214, 19.619, GO16016_LC
17294,211817455, 137.286764, 17.563442, 19.619, GO16088_LC
34132,251388835, 136.012249, 24.062763, 19.62, GO16088_LC
16020,211746584, 137.088291, 16.560235, 19.62, GO16102_LC
19903,211895884, 136.02235, 18.666161, 19.621, GO16095_LC
24249,212045990, 136.298407, 21.028127, 19.621, GO16095_LC
25135,212075228, 134.701111, 21.551878, 19.622, GO16095_LC
24809,212064456, 132.761088, 21.355848, 19.623, GO16088_LC
20976,211925122, 131.834414, 19.100096, 19.625, GO16088_LC
6156,211411611, 132.365609, 11.81588, 19.626, GO16064_LC
8025,211460935, 137.135938, 12.566263, 19.626, GO16088_LC
32557,251343416, 139.498178, 20.525678, 19.626, GO16016_LC
23593,212027779, 134.72126, 20.71731, 19.627, GO16039_LC
34206,251391866, 136.056388, 24.276171, 19.627, GO16088_LC
13542,211667455, 136.440331, 15.474105, 19.627, GO16088_LC
23271,212019460, 137.396356, 20.577252, 19.627, GO16088_LC
33261,251358357, 140.407663, 21.779608, 19.627, GO16088_LC
13559,211668181, 133.686955, 15.483789, 19.63, GO16016_LC
22678,212000177, 136.541133, 20.257525, 19.63, GO16088_LC
25694,212090513, 136.393188, 21.837559, 19.631, GO16095_LC
15904,211742897, 134.452806, 16.508126, 19.632, GO16088_LC
31505,251313766, 140.697062, 17.974584, 19.633, GO16088_LC
31794,251321944, 140.215586, 18.683708, 19.633, GO16088_LC
28811,212207094, 131.572261, 24.509384, 19.634, GO16039_LC
13855,211678495, 136.776722, 15.625064, 19.636, GO16095_LC
9263,211508223, 135.462314, 13.255727, 19.636, GO16088_LC
8187,211466274, 129.585079, 12.648546, 19.638, GO16088_LC
33867,251381084, 136.303976, 23.527679, 19.639, GO16088_LC
7382,211441907, 132.369078, 12.275604, 19.64, GO16016_LC
14331,211695740, 134.741374, 15.858739, 19.64, GO16088_LC
17662,211827739, 136.810945, 17.710689, 19.64, GO16088_LC
14616,211704392, 129.843512, 15.972835, 19.641, GO16088_LC
19090,211867827, 129.824268, 18.263691, 19.645, GO16095_LC
17118,211812186, 136.119182, 17.489441, 19.646, GO16095_LC
18682,211856399, 131.516002, 18.106076, 19.648, GO16095_LC
12022,211623161, 129.904053, 14.859898, 19.648, GO16016_LC
27428,212168200, 135.033764, 23.44399, 19.653, GO16095_LC
13262,211659743, 134.195293, 15.36831, 19.653, GO16088_LC
11274,211599443, 138.630041, 14.531801, 19.656, GO16088_LC
34470,251398057, 136.381537, 24.669479, 19.657, GO16039_LC
17447,211821599, 132.470541, 17.624001, 19.658, GO16088_LC
34939,251406475, 137.601374, 25.159533, 19.659, GO16039_LC
14091,211688670, 137.703937, 15.762698, 19.659, GO16088_LC
17098,211811660, 129.690059, 17.482208, 19.66, GO16088_LC
15866,211741912, 135.548971, 16.494365, 19.661, GO16088_LC
5721,211396195, 137.187981, 11.583136, 19.661, GO16088_LC
12845,211647823, 134.672839, 15.204539, 19.662, GO16088_LC
25459,212084362, 127.846139, 21.722077, 19.663, GO16095_LC
32755,251347743, 139.352014, 20.888551, 19.664, GO16088_LC
24761,212062602, 128.049136, 21.322451, 19.667, GO16095_LC
28591,212199873, 134.647613, 24.284629, 19.668, GO16095_LC
20937,211924092, 135.953889, 19.084119, 19.668, GO16095_LC
32356,251339205, 139.592018, 20.19371, 19.668, GO16095_LC
26841,212128075, 128.947958, 22.579421, 19.67, GO16088_LC
12071,211624720, 134.665226, 14.881735, 19.671, GO16019_LC
33951,251383333, 136.320793, 23.692918, 19.673, GO16039_LC
26246,212108161, 126.647931, 22.182254, 19.674, GO16088_LC
13644,211671207, 132.380546, 15.525081, 19.674, GO16095_LC
8903,211496846, 135.279569, 13.095191, 19.675, GO16095_LC
33283,251358693, 139.489758, 21.810154, 19.675, GO16088_LC
21815,211946846, 129.485891, 19.426235, 19.676, GO16079_LC|GO16102_LC
23455,212023922, 128.397583, 20.651666, 19.677, GO16039_LC
33057,251354379, 139.193012, 21.440889, 19.678, GO16088_LC
23904,212036559, 128.276426, 20.864102, 19.679, GO16088_LC
26625,212119353, 136.969841, 22.404442, 19.68, GO16095_LC
25500,212085736, 136.332831, 21.747011, 19.681, GO16039_LC
22011,211952052, 133.044234, 19.504062, 19.683, GO16088_LC
14062,211687642, 133.302634, 15.748739, 19.685, GO16088_LC
33651,251373708, 137.156635, 22.977387, 19.687, GO16088_LC
26466,212114705, 133.419082, 22.311938, 19.689, GO16088_LC
8480,211480200, 135.22189, 12.85324, 19.689, GO16088_LC
29843,228682421, 134.1712189, 15.8684301, 19.69, GO16016_LC
32779,251348326, 139.556971, 20.939927, 19.692, GO16088_LC
16009,211746257, 129.424115, 16.555464, 19.693, GO16095_LC
22945,212009019, 137.104465, 20.403589, 19.694, GO16088_LC
7958,211459099, 134.68701, 12.538759, 19.694, GO16088_LC
9174,211505161, 134.460376, 13.212023, 19.695, GO16088_LC
24933,212069491, 137.081684, 21.446278, 19.695, GO16095_LC|GO16102_LC
18571,211852675, 129.756021, 18.055371, 19.695, GO16088_LC
34484,251398348, 136.486643, 24.685303, 19.696, GO16088_LC
26821,212126939, 133.007119, 22.556206, 19.698, GO16095_LC
22912,212008144, 128.825461, 20.389749, 19.699, GO16088_LC
26692,212121686, 134.175598, 22.449218, 19.699, GO16088_LC
23943,212037871, 126.660477, 20.886053, 19.699, GO16039_LC
18365,211846973, 131.009168, 17.976135, 19.699, GO16088_LC
29859,228682457, 132.8344116, 12.0844498, 19.7, GO16064_LC
29865,228682469, 132.7789001, 12.0481997, 19.7, GO16064_LC
29860,228682458, 132.762207, 12.1652603, 19.7, GO16064_LC
29861,228682459, 132.7701111, 12.0883102, 19.7, GO16064_LC
33661,251374139, 137.530381, 23.013333, 19.702, GO16088_LC
11840,211617225, 131.708288, 14.775336, 19.703, GO16088_LC
20912,211922919, 133.110174, 19.067462, 19.703, GO16016_LC|GO16062_LC
25088,212073963, 128.403668, 21.529096, 19.706, GO16088_LC
34363,251395522, 135.826746, 24.51361, 19.706, GO16088_LC
15207,211722117, 130.074792, 16.214795, 19.707, GO16016_LC
32739,251347348, 140.808283, 20.855522, 19.71, GO16016_LC|GO16062_LC
20356,211908613, 129.680222, 18.854753, 19.711, GO16095_LC
22916,212008242, 134.306358, 20.391068, 19.711, GO16016_LC
25966,212099519, 127.144402, 22.011764, 19.714, GO16016_LC
33589,251364777, 138.245158, 22.287197, 19.715, GO16088_LC
34690,251402491, 135.956052, 24.931922, 19.716, GO16088_LC
6901,211430200, 133.000204, 12.096288, 19.718, GO16064_LC
11243,211598119, 135.986362, 14.514579, 19.718, GO16095_LC
32759,251347805, 140.143655, 20.893175, 19.718, GO16088_LC
24164,212043846, 126.930273, 20.991597, 19.718, GO16088_LC
29818,228682345, 127.4917068, 20.3532009, 19.72, GO16016_LC
32566,251343728, 140.790375, 20.549028, 19.72, GO16088_LC
20946,211924270, 134.679606, 19.086867, 19.72, GO16095_LC
16651,211790220, 137.143971, 17.177406, 19.721, GO16088_LC
25081,212073691, 132.865806, 21.524035, 19.723, GO16088_LC
16669,211792673, 136.470518, 17.212397, 19.727, GO16088_LC
20625,211915463, 133.253171, 18.956593, 19.728, GO16016_LC
19916,211896177, 135.804318, 18.670539, 19.729, GO16088_LC
7946,211458725, 134.375471, 12.533363, 19.729, GO16088_LC
29825,228682378, 130.5059204, 15.6616402, 19.73, GO16016_LC
25722,212091366, 128.693605, 21.855077, 19.732, GO16088_LC
10967,211561885, 131.513871, 14.008899, 19.733, GO16088_LC
21682,211943333, 134.180793, 19.374619, 19.735, GO16088_LC
11640,211611160, 132.922321, 14.690368, 19.738, GO16016_LC
14418,211698195, 132.655358, 15.891355, 19.738, GO16088_LC
23102,212014347, 133.094087, 20.492266, 19.739, GO16088_LC
21777,211945768, 136.452342, 19.410913, 19.74, GO16016_LC|GO16019_LC
31719,251319522, 140.299845, 18.482617, 19.741, GO16088_LC
31676,251318339, 140.755218, 18.375608, 19.744, GO16058_LC
21132,211928766, 134.755976, 19.156246, 19.747, GO16088_LC
23101,212014290, 135.707868, 20.491395, 19.747, GO16088_LC
33744,251376780, 136.702217, 23.211827, 19.75, GO16088_LC
29013,212212610, 134.000024, 24.691575, 19.751, GO16088_LC
27485,212169437, 132.797396, 23.473484, 19.752, GO16095_LC
32631,251345173, 139.611383, 20.669443, 19.752, GO16088_LC
19571,211882372, 133.529825, 18.469583, 19.754, GO16088_LC
33041,251354120, 139.344106, 21.420686, 19.756, GO16088_LC
21102,211928143, 133.029703, 19.146925, 19.756, GO16088_LC
6052,211408873, 130.881534, 11.77617, 19.759, GO16088_LC
17704,211828975, 131.881282, 17.728414, 19.76, GO16088_LC
34160,251390543, 136.414912, 24.185218, 19.762, GO16088_LC
26085,212103501, 127.167493, 22.088919, 19.763, GO16102_LC
24801,212064081, 128.569389, 21.349446, 19.765, GO16039_LC
13025,211653094, 136.15088, 15.275891, 19.765, GO16095_LC
5799,211401260, 133.165582, 11.658894, 19.766, GO16088_LC
21133,211928788, 132.828232, 19.156641, 19.766, GO16016_LC
6261,211414002, 136.24924, 11.852174, 19.766, GO16088_LC
20630,211915742, 130.96353, 18.961122, 19.766, GO16088_LC
25464,212084535, 127.366516, 21.725084, 19.768, GO16088_LC
11341,211602302, 133.451921, 14.569725, 19.768, GO16088_LC
20762,211919181, 131.782874, 19.012871, 19.769, GO16088_LC
25479,212085069, 128.023403, 21.734826, 19.77, GO16095_LC
29826,228682379, 130.6177368, 17.5467892, 19.77, GO16016_LC
17207,211814612, 134.227787, 17.523384, 19.77, GO16095_LC
29833,228682396, 131.3934174, 19.7163601, 19.77, GO16016_LC
8964,211498884, 134.122683, 13.124032, 19.772, GO16095_LC
33362,251360214, 139.926954, 21.933659, 19.773, GO16088_LC
21253,211932489, 134.035153, 19.212617, 19.774, GO16016_LC|GO16062_LC
18009,211837284, 130.411678, 17.844494, 19.774, GO16088_LC
25673,212090204, 126.642928, 21.83078, 19.775, GO16088_LC
19335,211875326, 133.445977, 18.369539, 19.775, GO16095_LC
13375,211662400, 130.048399, 15.404418, 19.777, GO16088_LC
6019,211408096, 135.495198, 11.764353, 19.78, GO16088_LC
26366,212111911, 128.93166, 22.256481, 19.781, GO16095_LC
32489,251341744, 140.088535, 20.395722, 19.781, GO16088_LC
11578,211609255, 130.940802, 14.665166, 19.785, GO16088_LC
32730,251347156, 140.544675, 20.837844, 19.785, GO16088_LC
32848,251349928, 141.129548, 21.071531, 19.785, GO16088_LC
20413,211910164, 137.129333, 18.878454, 19.789, GO16095_LC
29824,228682375, 130.2972565, 15.8225098, 19.79, GO16016_LC
33082,251354751, 139.353001, 21.471485, 19.791, GO16088_LC
20869,211921959, 138.870673, 19.053722, 19.792, GO16095_LC
26969,212154350, 133.216221, 23.127901, 19.792, GO16016_LC
23261,212019165, 126.503857, 20.572031, 19.794, GO16016_LC
30596,251289032, 139.921251, 15.420942, 19.796, GO16088_LC
25609,212088776, 134.399121, 21.803543, 19.797, GO16095_LC
10625,211548027, 136.395342, 13.815704, 19.797, GO16088_LC
18696,211856784, 133.428996, 18.110855, 19.797, GO16088_LC
29853,228682442, 132.8404083, 12.1115599, 19.8, GO16064_LC
29864,228682468, 132.7610016, 12.0981703, 19.8, GO16064_LC
30183,251281617, 139.972811, 14.602195, 19.8, GO16088_LC
27411,212167764, 131.610892, 23.4347, 19.802, GO16016_LC
11588,211609660, 135.465548, 14.670394, 19.803, GO16095_LC
23791,212033289, 127.483036, 20.809315, 19.805, GO16039_LC
21948,211950060, 134.252509, 19.473414, 19.808, GO16088_LC
19562,211882041, 131.166218, 18.465277, 19.808, GO16088_LC
14741,211707779, 130.189666, 16.018264, 19.809, GO16088_LC
29830,228682388, 131.14888, 13.8579903, 19.81, GO16016_LC
18574,211852841, 133.703142, 18.057628, 19.81, GO16095_LC
10981,211563051, 130.770316, 14.025384, 19.813, GO16095_LC
21421,211936836, 137.050567, 19.277092, 19.813, GO16088_LC
29198,212217343, 132.827609, 24.849998, 19.813, GO16088_LC
32228,251337160, 141.003085, 20.020713, 19.815, GO16016_LC
34577,251400180, 136.489587, 24.795986, 19.816, GO16088_LC
26096,212103751, 132.910443, 22.093466, 19.816, GO16095_LC
17941,211835122, 135.775548, 17.813726, 19.817, GO16088_LC
16123,211749919, 134.483641, 16.607217, 19.818, GO16088_LC
11649,211611530, 130.841041, 14.695262, 19.818, GO16088_LC
16787,211801087, 135.789573, 17.332306, 19.819, GO16088_LC
21501,211938659, 137.357846, 19.304489, 19.82, GO16088_LC
29832,228682395, 131.3459625, 16.4160004, 19.82, GO16016_LC
6109,211410229, 130.121247, 11.796021, 19.824, GO16088_LC
32973,251352641, 139.171032, 21.298577, 19.824, GO16095_LC
33738,251376585, 137.536404, 23.196326, 19.824, GO16088_LC
34233,251392512, 135.933937, 24.321501, 19.828, GO16016_LC
17222,211815096, 136.091622, 17.529822, 19.828, GO16095_LC
29846,228682425, 136.3317719, 12.7508402, 19.83, GO16016_LC
15634,211735562, 134.682396, 16.404174, 19.831, GO16088_LC
26205,212107022, 135.661004, 22.159532, 19.832, GO16088_LC
25279,212080002, 136.477654, 21.641566, 19.834, GO16016_LC
25950,212098985, 128.945936, 22.001942, 19.835, GO16088_LC
23339,212021097, 127.525712, 20.605436, 19.835, GO16016_LC|GO16062_LC
26495,212115532, 133.353515, 22.327838, 19.836, GO16088_LC
34081,251387011, 136.933728, 23.942198, 19.836, GO16088_LC
33192,251357070, 140.25544, 21.664438, 19.838, GO16088_LC
16778,211800813, 136.208112, 17.328379, 19.838, GO16095_LC
27233,212162339, 134.853033, 23.306413, 19.839, GO16088_LC
18237,211843438, 131.214017, 17.928498, 19.841, GO16088_LC
23736,212031851, 135.652558, 20.785457, 19.841, GO16095_LC
15965,211744646, 129.609212, 16.532594, 19.842, GO16088_LC
8311,211471323, 130.433669, 12.723169, 19.844, GO16088_LC
12005,211622774, 133.733512, 14.85406, 19.844, GO16095_LC
8048,211461553, 131.358408, 12.575942, 19.845, GO16088_LC
8844,211495067, 133.257517, 13.069528, 19.848, GO16088_LC
6106,211410182, 129.605344, 11.795263, 19.848, GO16088_LC
14238,211693717, 136.937442, 15.831321, 19.85, GO16095_LC
30405,251285663, 139.156373, 15.047365, 19.851, GO16088_LC
18407,211848122, 131.139352, 17.991867, 19.852, GO16088_LC
26290,212109689, 128.405699, 22.212307, 19.852, GO16088_LC
27989,212183583, 134.079191, 23.832784, 19.852, GO16088_LC
34114,251388024, 136.135855, 24.007638, 19.853, GO16039_LC
10190,211535369, 131.407989, 13.636876, 19.854, GO16088_LC
28773,212206492, 134.483701, 24.489585, 19.855, GO16088_LC
28140,212187225, 130.591405, 23.929279, 19.857, GO16095_LC
7568,211447182, 130.582081, 12.357871, 19.859, GO16016_LC
9425,211513419, 130.542629, 13.328066, 19.866, GO16088_LC
24038,212040507, 136.562247, 20.933944, 19.867, GO16088_LC
27909,212181451, 129.643872, 23.774873, 19.867, GO16088_LC
20932,211923855, 130.994816, 19.080881, 19.867, GO16095_LC
27487,212169533, 134.431744, 23.475926, 19.868, GO16016_LC
27129,212159305, 134.929318, 23.238587, 19.869, GO16095_LC
23729,212031695, 136.745611, 20.782662, 19.87, GO16102_LC
22354,211962515, 129.666065, 19.663792, 19.872, GO16088_LC
23701,212030979, 137.675849, 20.771258, 19.873, GO16095_LC
20808,211920462, 130.872898, 19.032174, 19.874, GO16088_LC
20730,211918437, 133.981642, 19.001286, 19.874, GO16016_LC|GO16062_LC
6492,211420098, 130.754851, 11.942388, 19.875, GO16088_LC
23614,212028248, 126.718347, 20.724939, 19.875, GO16088_LC
23922,212037199, 138.106987, 20.87447, 19.876, GO16088_LC
16358,211757074, 130.995916, 16.707634, 19.876, GO16088_LC
10141,211533954, 133.442622, 13.617412, 19.877, GO16095_LC
18041,211838182, 133.852756, 17.857379, 19.877, GO16088_LC
29186,212217157, 133.312409, 24.843798, 19.878, GO16088_LC
12539,211639226, 134.424489, 15.087171, 19.879, GO16088_LC
15586,211733928, 135.915291, 16.381651, 19.884, GO16088_LC
20517,211912839, 134.962795, 18.917607, 19.888, GO16088_LC
23457,212023986, 128.335541, 20.652935, 19.889, GO16088_LC
27820,212179182, 130.724656, 23.714533, 19.893, GO16095_LC
17722,211829378, 129.553472, 17.734099, 19.893, GO16016_LC
33060,251354415, 139.641309, 21.443991, 19.894, GO16095_LC
30110,251279861, 139.201181, 14.411013, 19.896, GO16088_LC
11365,211603319, 137.223264, 14.583501, 19.897, GO16079_LC|GO16095_LC
8049,211461564, 130.947299, 12.576078, 19.898, GO16016_LC
6490,211420074, 133.243114, 11.942144, 19.898, GO16088_LC
20343,211908190, 131.097345, 18.848364, 19.898, GO16088_LC
34633,251401216, 136.127974, 24.855378, 19.898, GO16019_LC
12984,211651740, 136.803294, 15.258349, 19.9, GO16095_LC
29822,228682371, 129.9866486, 16.9059601, 19.9, GO16016_LC
29858,228682455, 132.7496033, 12.1227398, 19.9, GO16064_LC
29834,228682408, 132.6442413, 16.6766701, 19.9, GO16016_LC
29857,228682453, 132.790802, 12.0427704, 19.9, GO16064_LC
25537,212086758, 126.861492, 21.765857, 19.903, GO16088_LC
32910,251351424, 141.021517, 21.197048, 19.904, GO16088_LC
14111,211689405, 134.441087, 15.772912, 19.906, GO16095_LC
33296,251358987, 139.937279, 21.833358, 19.906, GO16088_LC
20513,211912763, 137.190395, 18.916635, 19.907, GO16088_LC
33372,251360431, 139.796094, 21.95036, 19.907, GO16088_LC
32617,251344916, 139.002666, 20.645929, 19.907, GO16088_LC
18451,211849382, 131.176759, 18.009618, 19.908, GO16088_LC
6665,211424800, 131.576149, 12.012098, 19.909, GO16088_LC
33767,251377727, 137.773976, 23.284742, 19.91, GO16016_LC
30564,251288321, 140.734591, 15.342917, 19.91, GO16088_LC
30350,251284629, 139.338846, 14.934838, 19.91, GO16088_LC
34558,251399854, 134.866908, 24.776557, 19.911, GO16088_LC
21285,211933248, 136.963882, 19.22427, 19.914, GO16088_LC
28707,212204682, 133.412845, 24.432092, 19.914, GO16088_LC
26782,212125006, 133.956997, 22.517106, 19.914, GO16088_LC
20775,211919563, 135.663503, 19.018691, 19.914, GO16095_LC
33120,251355492, 139.741854, 21.530187, 19.914, GO16088_LC
12122,211625992, 134.697304, 14.900475, 19.915, GO16095_LC
34701,251402688, 137.773306, 24.944539, 19.916, GO16088_LC
34203,251391837, 137.139307, 24.274338, 19.917, GO16088_LC
27818,212179121, 134.984121, 23.712907, 19.917, GO16088_LC
32589,251344158, 140.566698, 20.586474, 19.918, GO16088_LC
5816,211401976, 136.332042, 11.670596, 19.919, GO16088_LC
19505,211880251, 133.154339, 18.439686, 19.919, GO16088_LC
28418,212194251, 131.969154, 24.120489, 19.924, GO16095_LC
11118,211591117, 135.944553, 14.41879, 19.924, GO16095_LC
29009,212212565, 130.927647, 24.690004, 19.924, GO16088_LC
9271,211508424, 136.813451, 13.258621, 19.928, GO16088_LC
32559,251343460, 139.771575, 20.529312, 19.929, GO16088_LC
14563,211702740, 136.650357, 15.951763, 19.929, GO16088_LC
26037,212101991, 134.064192, 22.059166, 19.93, GO16088_LC
27396,212167103, 131.900022, 23.419544, 19.931, GO16088_LC
13319,211661209, 134.411227, 15.388086, 19.932, GO16088_LC
16984,211808739, 136.548661, 17.43997, 19.933, GO16019_LC
34569,251400062, 135.263044, 24.788588, 19.933, GO16016_LC|GO16062_LC
27906,212181408, 134.390936, 23.773824, 19.934, GO16095_LC
15921,211743344, 134.002972, 16.514537, 19.935, GO16088_LC
18751,211858248, 133.530749, 18.132117, 19.935, GO16095_LC
20022,211899175, 131.026577, 18.714589, 19.935, GO16088_LC
